"region","produktionssätt","bränsletyp","år","Elproduktion och bränsleanvändning (MWh)"
"03 Uppsala län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2005",75595000
"03 Uppsala län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2006",60668767
"03 Uppsala län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2007",60668767
"03 Uppsala län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2008",65128000
"03 Uppsala län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2005",75595000
"03 Uppsala län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2006",60668767
"03 Uppsala län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2007",60668767
"03 Uppsala län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2008",65128000
"03 Uppsala län","vattenkraft","elproduktion","2005",974542
"03 Uppsala län","vattenkraft","elproduktion","2006",1337294
"03 Uppsala län","vattenkraft","elproduktion","2007",856128
"03 Uppsala län","vattenkraft","elproduktion","2008",1212659
"03 Uppsala län","vattenkraft","flytande (icke förnybara)","2005",0
"03 Uppsala län","vattenkraft","flytande (icke förnybara)","2006",0
"03 Uppsala län","vattenkraft","flytande (icke förnybara)","2007",0
"03 Uppsala län","vattenkraft","flytande (icke förnybara)","2008",0
"03 Uppsala län","vattenkraft","fast (icke förnybara)","2005",0
"03 Uppsala län","vattenkraft","fast (icke förnybara)","2006",0
"03 Uppsala län","vattenkraft","fast (icke förnybara)","2007",0
"03 Uppsala län","vattenkraft","fast (icke förnybara)","2008",0
"03 Uppsala län","vattenkraft","gas (icke förnybara)","2005",0
"03 Uppsala län","vattenkraft","gas (icke förnybara)","2006",0
"03 Uppsala län","vattenkraft","gas (icke förnybara)","2007",0
"03 Uppsala län","vattenkraft","gas (icke förnybara)","2008",0
"03 Uppsala län","vattenkraft","flytande (förnybara)","2005",0
"03 Uppsala län","vattenkraft","flytande (förnybara)","2006",0
"03 Uppsala län","vattenkraft","flytande (förnybara)","2007",0
"03 Uppsala län","vattenkraft","flytande (förnybara)","2008",0
"03 Uppsala län","vattenkraft","fast (förnybara)","2005",0
"03 Uppsala län","vattenkraft","fast (förnybara)","2006",0
"03 Uppsala län","vattenkraft","fast (förnybara)","2007",0
"03 Uppsala län","vattenkraft","fast (förnybara)","2008",0
"03 Uppsala län","vattenkraft","gas (förnybara)","2005",0
"03 Uppsala län","vattenkraft","gas (förnybara)","2006",0
"03 Uppsala län","vattenkraft","gas (förnybara)","2007",0
"03 Uppsala län","vattenkraft","gas (förnybara)","2008",0
"03 Uppsala län","vattenkraft","övriga","2005",..
"03 Uppsala län","vattenkraft","övriga","2006",..
"03 Uppsala län","vattenkraft","övriga","2007",..
"03 Uppsala län","vattenkraft","övriga","2008",..
"03 Uppsala län","vattenkraft","totalt","2005",0
"03 Uppsala län","vattenkraft","totalt","2006",0
"03 Uppsala län","vattenkraft","totalt","2007",0
"03 Uppsala län","vattenkraft","totalt","2008",0
"03 Uppsala län","totalt","elproduktion","2005",..
"03 Uppsala län","totalt","elproduktion","2006",..
"03 Uppsala län","totalt","elproduktion","2007",..
"03 Uppsala län","totalt","elproduktion","2008",..
"03 Uppsala län","totalt","flytande (icke förnybara)","2005",..
"03 Uppsala län","totalt","flytande (icke förnybara)","2006",..
"03 Uppsala län","totalt","flytande (icke förnybara)","2007",..
"03 Uppsala län","totalt","flytande (icke förnybara)","2008",..
"03 Uppsala län","totalt","fast (icke förnybara)","2005",..
"03 Uppsala län","totalt","fast (icke förnybara)","2006",..
"03 Uppsala län","totalt","fast (icke förnybara)","2007",..
"03 Uppsala län","totalt","fast (icke förnybara)","2008",..
"03 Uppsala län","totalt","gas (icke förnybara)","2005",0
"03 Uppsala län","totalt","gas (icke förnybara)","2006",0
"03 Uppsala län","totalt","gas (icke förnybara)","2007",0
"03 Uppsala län","totalt","gas (icke förnybara)","2008",0
"03 Uppsala län","totalt","flytande (förnybara)","2005",247289
"03 Uppsala län","totalt","flytande (förnybara)","2006",315522
"03 Uppsala län","totalt","flytande (förnybara)","2007",358344
"03 Uppsala län","totalt","flytande (förnybara)","2008",352319
"03 Uppsala län","totalt","fast (förnybara)","2005",..
"03 Uppsala län","totalt","fast (förnybara)","2006",..
"03 Uppsala län","totalt","fast (förnybara)","2007",..
"03 Uppsala län","totalt","fast (förnybara)","2008",..
"03 Uppsala län","totalt","gas (förnybara)","2005",0
"03 Uppsala län","totalt","gas (förnybara)","2006",0
"03 Uppsala län","totalt","gas (förnybara)","2007",0
"03 Uppsala län","totalt","gas (förnybara)","2008",0
"03 Uppsala län","totalt","övriga","2005",75596011
"03 Uppsala län","totalt","övriga","2006",60669151
"03 Uppsala län","totalt","övriga","2007",60673659
"03 Uppsala län","totalt","övriga","2008",65128949
"03 Uppsala län","totalt","totalt","2005",76235785
"03 Uppsala län","totalt","totalt","2006",61328532
"03 Uppsala län","totalt","totalt","2007",61272748
"03 Uppsala län","totalt","totalt","2008",65872998
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","elproduktion","2005",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","elproduktion","2006",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","elproduktion","2007",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","elproduktion","2008",590151
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2005",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2006",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2007",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2008",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2005",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2006",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2007",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2008",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2005",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2006",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2007",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2008",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2005",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2006",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2007",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2008",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2005",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2006",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2007",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2008",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2005",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2006",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2007",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2008",0
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","övriga","2005",857740
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","övriga","2006",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","övriga","2007",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","övriga","2008",..
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","totalt","2005",1137337
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","totalt","2006",771448
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","totalt","2007",1045630
"04 Södermanlands län","kraftvärmeverk + industriellt mottryck","totalt","2008",1373741
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2005",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2006",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2007",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2008",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2005",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2006",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2007",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2008",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2005",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2006",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2007",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2008",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2005",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2006",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2007",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2008",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2005",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2006",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2007",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2008",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2005",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2006",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2007",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2008",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2005",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2006",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2007",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2008",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2005",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2006",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2007",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2008",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2005",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2006",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2007",0
"04 Södermanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2008",0
"04 Södermanlands län","vattenkraft","elproduktion","2005",14797
"04 Södermanlands län","vattenkraft","elproduktion","2006",16658
"04 Södermanlands län","vattenkraft","elproduktion","2007",13573
"04 Södermanlands län","vattenkraft","elproduktion","2008",20155
"04 Södermanlands län","vattenkraft","flytande (icke förnybara)","2005",0
"04 Södermanlands län","vattenkraft","flytande (icke förnybara)","2006",0
"04 Södermanlands län","vattenkraft","flytande (icke förnybara)","2007",0
"04 Södermanlands län","vattenkraft","flytande (icke förnybara)","2008",0
"04 Södermanlands län","vattenkraft","fast (icke förnybara)","2005",0
"04 Södermanlands län","vattenkraft","fast (icke förnybara)","2006",0
"04 Södermanlands län","vattenkraft","fast (icke förnybara)","2007",0
"04 Södermanlands län","vattenkraft","fast (icke förnybara)","2008",0
"04 Södermanlands län","vattenkraft","gas (icke förnybara)","2005",0
"04 Södermanlands län","vattenkraft","gas (icke förnybara)","2006",0
"04 Södermanlands län","vattenkraft","gas (icke förnybara)","2007",0
"04 Södermanlands län","vattenkraft","gas (icke förnybara)","2008",0
"04 Södermanlands län","vattenkraft","flytande (förnybara)","2005",0
"04 Södermanlands län","vattenkraft","flytande (förnybara)","2006",0
"04 Södermanlands län","vattenkraft","flytande (förnybara)","2007",0
"04 Södermanlands län","vattenkraft","flytande (förnybara)","2008",0
"04 Södermanlands län","vattenkraft","fast (förnybara)","2005",0
"04 Södermanlands län","vattenkraft","fast (förnybara)","2006",0
"04 Södermanlands län","vattenkraft","fast (förnybara)","2007",0
"04 Södermanlands län","vattenkraft","fast (förnybara)","2008",0
"04 Södermanlands län","vattenkraft","gas (förnybara)","2005",0
"04 Södermanlands län","vattenkraft","gas (förnybara)","2006",0
"04 Södermanlands län","vattenkraft","gas (förnybara)","2007",0
"04 Södermanlands län","vattenkraft","gas (förnybara)","2008",0
"04 Södermanlands län","vattenkraft","övriga","2005",..
"04 Södermanlands län","vattenkraft","övriga","2006",..
"04 Södermanlands län","vattenkraft","övriga","2007",..
"04 Södermanlands län","vattenkraft","övriga","2008",..
"04 Södermanlands län","vattenkraft","totalt","2005",0
"04 Södermanlands län","vattenkraft","totalt","2006",0
"04 Södermanlands län","vattenkraft","totalt","2007",0
"04 Södermanlands län","vattenkraft","totalt","2008",0
"04 Södermanlands län","totalt","elproduktion","2005",..
"04 Södermanlands län","totalt","elproduktion","2006",..
"04 Södermanlands län","totalt","elproduktion","2007",..
"04 Södermanlands län","totalt","elproduktion","2008",610306
"04 Södermanlands län","totalt","flytande (icke förnybara)","2005",..
"04 Södermanlands län","totalt","flytande (icke förnybara)","2006",..
"04 Södermanlands län","totalt","flytande (icke förnybara)","2007",..
"04 Södermanlands län","totalt","flytande (icke förnybara)","2008",..
"04 Södermanlands län","totalt","fast (icke förnybara)","2005",..
"04 Södermanlands län","totalt","fast (icke förnybara)","2006",0
"04 Södermanlands län","totalt","fast (icke förnybara)","2007",0
"04 Södermanlands län","totalt","fast (icke förnybara)","2008",0
"04 Södermanlands län","totalt","gas (icke förnybara)","2005",0
"04 Södermanlands län","totalt","gas (icke förnybara)","2006",0
"04 Södermanlands län","totalt","gas (icke förnybara)","2007",0
"04 Södermanlands län","totalt","gas (icke förnybara)","2008",0
"04 Södermanlands län","totalt","flytande (förnybara)","2005",0
